month;day;hour;district;qnt;weekday;season;workday;temperature;r_temperature;wind;humidity;dew_point;pressure
1;4;12;1;Very low;4;Winter;1;13;13;17;65;6;1002
1;4;12;2;Very low;4;Winter;1;13;13;17;65;6;1002
1;4;12;3;Very low;4;Winter;1;13;13;17;65;6;1002
1;4;12;4;Very low;4;Winter;1;13;13;17;65;6;1002
1;4;13;1;Very low;4;Winter;1;14;14;23;52;4;1002
1;4;13;2;Very low;4;Winter;1;14;14;23;52;4;1002
1;4;13;3;Very low;4;Winter;1;14;14;23;52;4;1002
1;4;13;4;Very low;4;Winter;1;14;14;23;52;4;1002
1;4;14;1;Very low;4;Winter;1;13;13;26;40;0;1003
1;4;14;2;Very low;4;Winter;1;13;13;26;40;0;1003
1;4;14;3;Very low;4;Winter;1;13;13;26;40;0;1003
1;4;14;4;Very low;4;Winter;1;13;13;26;40;0;1003
1;4;15;1;Very low;4;Winter;1;12;12;25;32;-4;1004
1;4;15;2;Very low;4;Winter;1;12;12;25;32;-4;1004
1;4;15;3;Very low;4;Winter;1;12;12;25;32;-4;1004
1;4;15;4;Very low;4;Winter;1;12;12;25;32;-4;1004
1;4;16;1;Low;4;Winter;1;11;9;21;30;-6;1005
1;4;16;2;Very low;4;Winter;1;11;9;21;30;-6;1005
1;4;16;3;Very low;4;Winter;1;11;9;21;30;-6;1005
1;4;16;4;Very low;4;Winter;1;11;9;21;30;-6;1005
1;4;17;1;Medium;4;Winter;1;9;6;23;26;-10;1006
1;4;17;2;Very low;4;Winter;1;9;6;23;26;-10;1006
1;4;17;3;Very low;4;Winter;1;9;6;23;26;-10;1006
1;4;17;4;Very low;4;Winter;1;9;6;23;26;-10;1006
1;4;18;1;Low;4;Winter;1;8;4;25;24;-12;1007
1;4;18;2;Very low;4;Winter;1;8;4;25;24;-12;1007
1;4;18;3;Very low;4;Winter;1;8;4;25;24;-12;1007
1;4;18;4;Very low;4;Winter;1;8;4;25;24;-12;1007
1;4;19;1;Low;4;Winter;1;6;2;23;24;-13;1009
1;4;19;2;Very low;4;Winter;1;6;2;23;24;-13;1009
1;4;19;3;Very low;4;Winter;1;6;2;23;24;-13;1009
1;4;19;4;Very low;4;Winter;1;6;2;23;24;-13;1009
1;4;20;1;Very low;4;Winter;1;5;1;19;27;-12;1010
1;4;20;2;Very low;4;Winter;1;5;1;19;27;-12;1010
1;4;20;3;Very low;4;Winter;1;5;1;19;27;-12;1010
1;4;20;4;Very low;4;Winter;1;5;1;19;27;-12;1010
1;4;21;1;Very low;4;Winter;1;4;0;21;29;-13;1011
1;4;21;2;Very low;4;Winter;1;4;0;21;29;-13;1011
1;4;21;3;Very low;4;Winter;1;4;0;21;29;-13;1011
1;4;21;4;Very low;4;Winter;1;4;0;21;29;-13;1011
1;4;22;1;Very low;4;Winter;1;3;-1;20;29;-13;1012
1;4;22;2;Very low;4;Winter;1;3;-1;20;29;-13;1012
1;4;22;3;Very low;4;Winter;1;3;-1;20;29;-13;1012
1;4;22;4;Very low;4;Winter;1;3;-1;20;29;-13;1012
1;4;23;1;Very low;4;Winter;1;2;-2;16;33;-12;1012
1;4;23;2;Very low;4;Winter;1;2;-2;16;33;-12;1012
1;4;23;3;Very low;4;Winter;1;2;-2;16;33;-12;1012
1;4;23;4;Very low;4;Winter;1;2;-2;16;33;-12;1012
1;5;0;1;Very low;5;Winter;1;1;-3;13;37;-12;1013
1;5;0;2;Very low;5;Winter;1;1;-3;13;37;-12;1013
1;5;0;3;Very low;5;Winter;1;1;-3;13;37;-12;1013
1;5;0;4;Very low;5;Winter;1;1;-3;13;37;-12;1013
1;5;1;1;Very low;5;Winter;1;1;-3;14;37;-12;1013
1;5;1;3;Very low;5;Winter;1;1;-3;14;37;-12;1013
1;5;2;1;Very low;5;Winter;1;1;-4;15;36;-13;1014
1;5;3;1;Very low;5;Winter;1;0;-4;11;37;-13;1014
1;5;4;1;Very low;5;Winter;1;-1;-6;15;43;-12;1014
1;5;5;1;Very low;5;Winter;1;0;-4;13;40;-12;1015
1;5;5;2;Very low;5;Winter;1;0;-4;13;40;-12;1015
1;5;5;3;Very low;5;Winter;1;0;-4;13;40;-12;1015
1;5;5;4;Very low;5;Winter;1;0;-4;13;40;-12;1015
1;5;6;1;Very low;5;Winter;1;0;-4;14;38;-13;1016
1;5;6;2;Very low;5;Winter;1;0;-4;14;38;-13;1016
1;5;6;3;Very low;5;Winter;1;0;-4;14;38;-13;1016
1;5;6;4;Very low;5;Winter;1;0;-4;14;38;-13;1016
1;5;7;1;Low;5;Winter;1;0;-4;14;39;-12;1017
1;5;7;2;Very low;5;Winter;1;0;-4;14;39;-12;1017
1;5;7;3;Very low;5;Winter;1;0;-4;14;39;-12;1017
1;5;7;4;Very low;5;Winter;1;0;-4;14;39;-12;1017
1;5;8;1;Medium;5;Winter;1;0;-5;16;40;-12;1018
1;5;8;2;Very low;5;Winter;1;0;-5;16;40;-12;1018
1;5;8;3;Very low;5;Winter;1;0;-5;16;40;-12;1018
1;5;8;4;Very low;5;Winter;1;0;-5;16;40;-12;1018
1;5;9;1;Low;5;Winter;1;0;-3;12;39;-12;1018
1;5;9;2;Very low;5;Winter;1;0;-3;12;39;-12;1018
1;5;9;3;Very low;5;Winter;1;0;-3;12;39;-12;1018
1;5;9;4;Very low;5;Winter;1;0;-3;12;39;-12;1018
1;5;10;1;Very low;5;Winter;1;1;-1;7;40;-11;1017
1;5;10;2;Very low;5;Winter;1;1;-1;7;40;-11;1017
1;5;10;3;Very low;5;Winter;1;1;-1;7;40;-11;1017
1;5;10;4;Very low;5;Winter;1;1;-1;7;40;-11;1017
1;5;11;1;Very low;5;Winter;1;2;-1;10;46;-9;1016
1;5;11;2;Very low;5;Winter;1;2;-1;10;46;-9;1016
1;5;11;3;Very low;5;Winter;1;2;-1;10;46;-9;1016
1;5;11;4;Very low;5;Winter;1;2;-1;10;46;-9;1016
1;5;12;1;Very low;5;Winter;1;2;-1;11;48;-8;1015
1;5;12;2;Very low;5;Winter;1;2;-1;11;48;-8;1015
1;5;12;3;Very low;5;Winter;1;2;-1;11;48;-8;1015
1;5;12;4;Very low;5;Winter;1;2;-1;11;48;-8;1015
1;5;13;1;Very low;5;Winter;1;2;0;8;50;-7;1014
1;5;13;2;Very low;5;Winter;1;2;0;8;50;-7;1014
1;5;13;3;Very low;5;Winter;1;2;0;8;50;-7;1014
1;5;13;4;Very low;5;Winter;1;2;0;8;50;-7;1014
1;5;14;1;Very low;5;Winter;1;2;-2;11;64;-5;1015
1;5;14;2;Very low;5;Winter;1;2;-2;11;64;-5;1015
1;5;14;3;Very low;5;Winter;1;2;-2;11;64;-5;1015
1;5;14;4;Very low;5;Winter;1;2;-2;11;64;-5;1015
1;5;15;1;Very low;5;Winter;1;1;-2;9;73;-3;1015
1;5;15;2;Very low;5;Winter;1;1;-2;9;73;-3;1015
1;5;15;3;Very low;5;Winter;1;1;-2;9;73;-3;1015
1;5;15;4;Very low;5;Winter;1;1;-2;9;73;-3;1015
1;5;16;1;Low;5;Winter;1;2;1;2;68;-4;1014
1;5;16;2;Very low;5;Winter;1;2;1;2;68;-4;1014
1;5;16;3;Very low;5;Winter;1;2;1;2;68;-4;1014
1;5;16;4;Very low;5;Winter;1;2;1;2;68;-4;1014
1;5;17;1;Medium;5;Winter;1;2;0;6;57;-6;1014
1;5;17;2;Very low;5;Winter;1;2;0;6;57;-6;1014
1;5;17;3;Very low;5;Winter;1;2;0;6;57;-6;1014
1;5;17;4;Very low;5;Winter;1;2;0;6;57;-6;1014
1;5;18;1;Low;5;Winter;1;2;-1;9;52;-7;1014
1;5;18;2;Very low;5;Winter;1;2;-1;9;52;-7;1014
1;5;18;3;Very low;5;Winter;1;2;-1;9;52;-7;1014
1;5;18;4;Very low;5;Winter;1;2;-1;9;52;-7;1014
1;5;19;1;Low;5;Winter;1;2;0;8;52;-7;1014
1;5;19;2;Very low;5;Winter;1;2;0;8;52;-7;1014
1;5;19;3;Very low;5;Winter;1;2;0;8;52;-7;1014
1;5;19;4;Very low;5;Winter;1;2;0;8;52;-7;1014
1;5;20;1;Very low;5;Winter;1;2;0;6;52;-7;1014
1;5;20;2;Very low;5;Winter;1;2;0;6;52;-7;1014
1;5;20;3;Very low;5;Winter;1;2;0;6;52;-7;1014
